Investment Name,Capital Committed,Unfunded Commitment,Paid-in Capital/Capital Drawn,Total Capital Distributed,Reported Market Value,Net IRR,Date,Capital Distributed Per Quarter
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.10843992723171593,0.22021615209710632,0.8181084452270893,2013-03-31,0.12516788488923564
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.13649825711853592,0.19985996139959553,0.8181084452270893,2013-06-30,0.1259004708910214
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.14898073888303964,0.1927835700537341,0.8181084452270893,2013-09-30,0.0928980275857125
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.1561743084926977,0.1901870058737235,0.8181084452270893,2013-12-31,0.08169176631721882
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.1624651400709382,0.18825370567362032,0.8181084452270893,2014-03-31,0.07977902548490935
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.16606110980669997,0.1886957410898001,0.8181084452270893,2014-06-30,0.07406909402733307
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.18708726052323835,0.17385278689595,0.8181084452270893,2014-09-30,0.1110005378307162
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.19563981068427977,0.16972855019189445,0.8181084452270893,2014-12-31,0.08457120365172825
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.22569491097660074,0.14710065356696342,0.8181084452270893,2015-03-31,0.1301312711391857
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.2813716025553856,0.10076048248596173,0.8181084452270893,2015-06-30,0.18441885196194846
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.29126781267496926,0.09398475956535765,0.8181084452270893,2015-09-30,0.0874181793833336
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.29126781267496926,0.09573466807451071,0.8181084452270893,2015-12-31,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.29759664473470254,0.09201170136333281,0.8181084452270893,2016-03-31,0.07985954172557827
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.30008991733725093,0.09152588997391166,0.8181084452270893,2016-06-30,0.07173267553274973
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.30008991733725093,0.09487746376466365,0.8181084452270893,2016-09-30,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.3385975814756568,0.06930518487101896,0.8181084452270893,2016-12-31,0.14804074591861988
